,ID,title,abstract,authors,date,category,doi,version,author_corresponding,author_corresponding_institution,link_page,link_pdf,license,published,include
11,19515,"A large-scale genome-wide enrichment analysis identifies new trait-associated genes, pathways and tissues across 31 human phenotypes","Genome-wide association studies (GWAS) aim to identify genetic factors that are associated with complex traits. Standard analyses test individual genetic variants, one at a time, for association with a trait. However, variant-level associations are hard to identify (because of small effects) and can be difficult to interpret biologically. \""Enrichment analyses\"" help address both these problems by focusing on sets of biologically-related variants. Here we introduce a new model-based enrichment analysis method that requires only GWAS summary statistics, and has several advantages over existing methods. Applying this method to interrogate 3,913 biological pathways and 113 tissue-based gene sets in 31 human phenotypes identifies many previously-unreported enrichments. These include enrichments of the endochondral ossification pathway for adult height, the NFAT-dependent transcription pathway for rheumatoid arthritis, brain-related genes for coronary artery disease, and liver-related genes for late-onset Alzheimers disease. A key feature of our method is that inferred enrichments automatically help identify new trait-associated genes. For example, accounting for enrichment in lipid transport genes yields strong evidence for association between MTTP and low-density lipoprotein levels, whereas conventional analyses of the same data found no significant variants near this gene.","Zhu, X.; Stephens, M.",16/07/2018,Genomics,10.1101/160770,2,Xiang Zhu,University of Chicago,https://www.biorxiv.org/content/10.1101/160770v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/160770v2.full.pdf,cc_by_nc_nd,10.1038/s41467-018-06805-x,
12,20010,Polygenic hazard score: an enrichment marker for Alzheimer’s associated amyloid and tau deposition,"BackgroundThere is an urgent need for the early identification of nondemented individuals at the highest risk of progressing to Alzheimers disease (AD) dementia for early therapeutic interventions. Our goal was to evaluate whether a recently validated polygenic hazard score (PHS) can be integrated with known in vivo CSF or PET biomarkers of amyloid or tau pathology to prospectively predict cognitive decline and clinical progression to AD dementia in nondemented older individuals.\n\nMethodsWe evaluated 347 cognitive normal (CN) and 599 mild cognitively impaired (MCI) individuals. We first investigated whether PHS can predict CSF or PET amyloid and tau deposition. We evaluated differences in positive and negative predictive values of biomarker status, as a function of PHS risk. Next, we used linear mixed-effects (LME) to examine if PHS and biomarker status in conjunction, best predict longitudinal cognitive and clinical progression. Lastly, we used survival analysis to investigate whether a combination of PHS and biomarker positivity predicts progression to AD dementia better than using PHS or biomarker positivity alone.\n\nFindingsIn CN and MCI individuals, we found that amyloid and total tau positivity systematically varies as a function of PHS. For individuals in greater than the 50th percentile PHS, the positive predictive value for amyloid approached 100%. Similarly, for individuals in less than the 25th percentile PHS, the negative predictive value for total tau approached 85%. Beyond APOE, high PHS individuals with amyloid and tau pathology showed the fastest rate of longitudinal cognitive decline and time to AD dementia progression. Among the CN subgroup, we similarly found that PHS was strongly associated with amyloid positivity and the combination of PHS and biomarker status significantly predicted longitudinal clinical progression.\n\nInterpretationAmong asymptomatic and mildly symptomatic older individuals, PHS considerably improves the predictive value of CSF or PET amyloid and tau biomarkers. Beyond APOE, PHS may be useful for risk stratification and cohort enrichment for MCI and preclinical AD therapeutic trials.","Tan, C. H.; Fan, C. C.; Mormino, E. C.; Sugrue, L. P.; Broce, I. J.; Hess, C. P.; Dillion, W. P.; Bonham, L. W.; Yokoyama, J. S.; Karch, C. M.; Brewer, J. B.; Rabinovici, G. D.; Miller, B. L.; Schellenberg, G. D.; Kauppi, K.; Feldman, H. A.; Holland, D.; Mcevoy, L. K.; Hyman, B. T.; Andreassen, O. A.; Dale, A. M.; Desikan, R. S.",18/07/2017,Genetics,10.1101/165373,1,Chin Hong Tan,"University of California, San Francisco",https://www.biorxiv.org/content/10.1101/165373v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/165373v1.full.pdf,cc_by_nd,10.1007/s00401-017-1789-4,
13,20286,Risk factor profile of different clinical manifestations of cerebral small vessel disease - data from SHEF-CSVD Study,"BACKGROUNDLittle is known of the mechanisms of cerebral small vessel disease (CSVD). Both atherosclerosis or non-atherosclerotic diffuse arteriopathy are involved.\n\nMETHODSA single-center, prospective, case-control study was performed in consecutive patients with different CSVD manifestations. The study group consisted of 205 patients: 52 with lacunar stroke (LS), 20 with subcortical hemorrhagic stroke (HS), 50 with vascular dementia (VaD), 28 with vascular parkinsonism (VaP) and 55 controls (CG) free of cerebrovascular disease but with high vascular risk.\n\nRESULTSPatients with CSVD had significantly higher prevalence of vascular risk factors including hypertension, diabetes mellitus, polymetabolic syndrome and chronic kidney disease. Patients with CSVD had also significantly higher fasting blood glucose, homocysteine, fibrinogen, systolic blood pressure, IMT values and lower eGFR, albumin and HDL levels. After adjustment for age and sex, low eGFR, albumin and high levels of uric acid and fibrinogen were associated with all CSVD groups, elevated fasting glucose was related to LS and HS. In the multivariate analysiss, the independent predictors for CSVD were female sex, low albumin, high fibrinogen, fasting glucose and uric acid. Patients with LS had significantly higher IMT values comparing to other CSVD groups, patients with VaP had a trend towards higher homocysteine levels.\n\nCONCLUSIONRisk factor profile for CSVD as a whole differs from subjects with proatherogenic profile without history of cerebrovascular disease. Our results support the concept that CSVD is not homogeneous, and that unique risk factors profiles exist for different clinical manifestations of the disease.","Staszewski, J.; Skrobowska, E.; Piusinska-Macoch, R.; Brodacki, B.; Stepien, A.",12/08/2017,Neuroscience,10.1101/167221,2,Jacek Staszewski,Military Institute of Medicine,https://www.biorxiv.org/content/10.1101/167221v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/167221v2.full.pdf,cc_by_nd,NA,
14,20430,Causal associations between risk factors and common diseases inferred from GWAS summary data,"Health risk factors such as body mass index (BMI), serum cholesterol and blood pressure are associated with many common diseases. It often remains unclear whether the risk factors are cause or consequence of disease, or whether the associations are the result of confounding. Genetic methods are useful to infer causality because genetic variants are present from birth and therefore unlikely to be confounded with environmental factors. We develop and apply a method (GSMR) that performs a multi-SNP Mendelian Randomization analysis using summary-level data from large genome-wide association studies (sample sizes of up to 405,072) to test the causal associations of BMI, waist-to-hip ratio, serum cholesterols, blood pressures, height and years of schooling (EduYears) with a range of common diseases. We identify a number of causal associations including a protective effect of LDL-cholesterol against type-2 diabetes (T2D) that might explain the side effects of statins on T2D, a protective effect of EduYears against Alzheimers disease, and bidirectional associations with opposite effects (e.g. higher BMI increases the risk of T2D but the effect T2D of BMI is negative). HDL-cholesterol has a significant risk effect on age-related macular degeneration, and the effect size remains significant accounting for the other risk factors. Our study develops powerful tools to integrate summary data from large studies to infer causality, and provides important candidates to be prioritized for further studies in medical research and for drug discovery.","Zhu, Z.; Zheng, Z.; Zhang, F.; Wu, Y.; Trzaskowski, M.; Maier, R.; Robinson, M.; Mcgrath, J.; Visscher, P.; Wray, N.; Yang, J.",26/07/2017,Genetics,10.1101/168674,1,Jian Yang,The University of Queensland,https://www.biorxiv.org/content/10.1101/168674v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/168674v1.full.pdf,cc_by_nc_nd,10.1038/s41467-017-02317-2,Y
15,20615,Exploring repositioning opportunities and side-effects of statins: a Mendelian randomization study of HMG-CoA reductase inhibition with 55 complex traits,"Statin is one of the most commonly prescribed medications worldwide. Besides reduction of cardiovascular risks, statins have been proposed for the prevention or treatment of other disorders, but results from clinical studies are mixed. There are also controversies concerning the adverse effects caused by statins.\n\nIn this study we employed a Mendelian randomization (MR) approach across a wide range of complex traits to explore repositioning opportunities and side-effects of statins. MR is analogous to a \""naturalistic\"" randomized controlled trial (RCT), which is much less susceptible to confounding and reverse causation as compared to observational studies.\n\nWe employed two genetic instruments (rs12916 and rs17238484) in the HMGCR gene which have been shown to provide reliable estimates of the risk of statins on type 2 diabetes and weight gain. We observed in the single- and joint-SNP analysis that low density lipoprotein cholesterol (LDL-C) reduction from HMG-CoA reductase inhibition results in increased depressive symptoms. This finding appeared to be supported by nominally significant results of raised major depression risk in single-SNP MR analysis of rs17238484, and analyses using LDL-C as the exposure. Several other outcomes also reached nominal significance (p < 0.05) in single- or joint-SNP analyses; for example, we observed causal associations of LDL-C lowering from HMG-CoA reductase inhibition with reduced risks of schizophrenia, anorexia nervosa, Alzheimer disease, Parkinson disease, as well as increased forearm bone mineral density, sleep duration and extreme longevity (highest q-value = 0.289). We also found evidence of casual relationships of LDL-C levels with schizophrenia, anorexia, sleep duration and longevity, following the same association directions as in analyses of HMGCR variants. These findings were at least partially supported by previous clinical studies. We did not observe associations with cognitive test profiles, renal outcomes, autoimmune diseases or cancers. While MR has its limitations and our findings remain to be confirmed in further studies, this work demonstrates the potential of a phenome-wide approach to reveal novel therapeutic indications and unknown drug side-effects.","So, H.-C.; Chau, C. K.-L.; Zhao, K.",23/12/2017,Genetics,10.1101/170241,2,Hon-Cheong So,Chinese University of Hong Kong,https://www.biorxiv.org/content/10.1101/170241v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/170241v2.full.pdf,cc_by_nc_nd,NA,Y
16,22405,"GWAS meta-analysis (N=279,930) identifies new genes and functional links to intelligence","Intelligence is highly heritable1 and a major determinant of human health and well-being2. Recent genome-wide meta-analyses have identified 24 genomic loci linked to intelligence3-7, but much about its genetic underpinnings remains to be discovered. Here, we present the largest genetic association study of intelligence to date (N=279,930), identifying 206 genomic loci (191 novel) and implicating 1,041 genes (963 novel) via positional mapping, expression quantitative trait locus (eQTL) mapping, chromatin interaction mapping, and gene-based association analysis. We find enrichment of genetic effects in conserved and coding regions and identify 89 nonsynonymous exonic variants. Associated genes are strongly expressed in the brain and specifically in striatal medium spiny neurons and cortical and hippocampal pyramidal neurons. Gene-set analyses implicate pathways related to neurogenesis, neuron differentiation and synaptic structure. We confirm previous strong genetic correlations with several neuropsychiatric disorders, and Mendelian Randomization results suggest protective effects of intelligence for Alzheimers dementia and ADHD, and bidirectional causation with strong pleiotropy for schizophrenia. These results are a major step forward in understanding the neurobiology of intelligence as well as genetically associated neuropsychiatric traits.","Savage, J. E.; Jansen, P. R.; Stringer, S.; Watanabe, K.; Bryois, J.; De Leeuw, C. A.; Nagel, M.; Awasthi, S.; Barr, P. B.; Coleman, J. R. I.; Grasby, K. L.; Hammerschlag, A. R.; Kaminski, J.; Karlsson, R.; Krapohl, E.; Lam, M.; Nygaard, M.; Reynolds, C. A.; Trampush, J. W.; Young, H.; Zabaneh, D.; Ha¨gg, S.; Hansell, N. K.; Karlsson, I. K.; Linnarsson, S.; Montgomery, G. W.; Munoz-Manchado, A. B.; Quinlan, E. B.; Schumann, G.; Skene, N.; Webb, B. T.; White, T.; Arking, D. E.; Attix, D. K.; Avramopoulos, D.; Bilder, R. M.; Bitsios, P.; Burdick, K. E.; Cannon, T. D.; Chiba-Falek, O.; Chr",06/09/2017,Genetics,10.1101/184853,2,Danielle Posthuma,VU University,https://www.biorxiv.org/content/10.1101/184853v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/184853v2.full.pdf,cc_by_nc_nd,10.1038/s41588-018-0152-6,
17,24583,Polygenic risk scores applied to a single cohort reveal pleiotropy among hundreds of human phenotypes,"BackgroundThere is now convincing evidence that pleiotropy across the genome contributes to the correlation between human traits and comorbidity of diseases. The recent availability of genome-wide association study (GWAS) results have made the polygenic risk score (PRS) approach a powerful way to perform genetic prediction and identify genetic overlap among phenotypes.\n\nMethods and findingsHere we use the PRS method to assess evidence for shared genetic aetiology across hundreds of traits within a single epidemiological study - the Northern Finland Birth Cohort 1966 (NFBC1966). We replicate numerous recent findings, such as a genetic association between Alzheimers disease and lipid levels, while the depth of phenotyping in the NFBC1966 highlights a range of novel significant genetic associations between traits.\n\nConclusionsThis study illustrates the power in taking a hypothesis-free approach to the study of shared genetic aetiology between human traits and diseases. It also demonstrates the potential of the PRS method to provide important biological insights using only a single well-phenotyped epidemiological study of moderate sample size (~5k), with important advantages over evaluating genetic correlations from GWAS summary statistics only.","Socrates, A.; Bond, T.; Karhunen, V.; Auvinen, J.; Rietveld, C.; Veijola, J.; Jarvelin, M.-R.; O'reilly, P.",14/10/2017,Genetics,10.1101/203257,1,Paul O'reilly,King's College London,https://www.biorxiv.org/content/10.1101/203257v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/203257v1.full.pdf,cc_by_nd,NA,
18,25504,FiberNet 2.0: An Automatic Neural Network Based Tool for Clustering White Matter Fibers in the Brain,"The brains white matter fiber tracts are impaired in a range of common and devastating conditions, from Alzheimers disease to brain trauma, and in developmental disorders such as autism and neurogenetic syndromes. Many studies now examine the connectivity and microstructure of the brains neural pathways, spurring the development of algorithms to extract and measure tracts and fiber bundles. Clustering white matter (WM) fibers, from whole-brain tractography, into anatomically meaningful bundles is still a challenging problem. Existing tract segmentation methods use atlases or regions of interest (ROI) or unsupervised spectral clustering. Even so, atlas-based segmentation does not always partition the brain into a set of recognizable fiber bundles. Deep learning techniques can be applied to automatically segment and cluster white matter fibers. Here we propose a robust approach using convolutional neural networks (CNNs) to learn shape features of the fiber bundles, which we then exploit to cluster WM fibers into bundles. In a range of tests across diverse fiber bundles, we illustrate the accuracy of our method, and its ability to suppress false positive fibers.","Gupta, V.; Thomopoulos, S. I.; Corbin, C.; Rashid, F. M.; Thompson, P. M.",29/10/2017,Neuroscience,10.1101/210781,1,Vikash Gupta,"Imaging Genetics Center, USC",https://www.biorxiv.org/content/10.1101/210781v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/210781v1.full.pdf,cc_by_nd,NA,
19,28110,Neurotransmitter imbalance in the brain and Alzheimer’s pathology,"INTRODUCTIONThree of the four treatments for Alzheimers disease are cholinesterase inhibitors targeting the pathological reduction of acetylcholine levels. Here we aimed to determine the role of other neurotransmitter pathways in AD pathology.\n\nMETHODSTissue samples were obtained from three groups, controls, AD and  asymptomatic AD i.e. cognitively normal individuals that had significant AD neuropathology. Three brain areas were studied, the middle frontal gyrus (MFG) the inferior temporal gyrus (ITG) and the cerebellum.\n\nRESULTS11 of 15 measured metabolites were shown to be associated with disease. Decreases in dopamine were seen in the ASYMAD group in the MFG when compared to control and AD patients (FC=0.78, p=4.1x10-3). In AD patients changes were mainly seen in the ITGs inhibitory GABAergic system.\n\nDISCUSSIONThese results indicate that dopamine could be depleted in brains with Alzheimers pathology but intact cognition, while and imbalance of several neurotransmitters is evident in the brain of AD patients.","Snowden, S. G.; Ebshiana, A.; Hye, A.; Yang, A.; Pletnikova, O.; O'brien, R.; Troncoso, J.; Legido-Quigley, C.; Thambisetty, M.",15/07/2018,Neuroscience,10.1101/220699,4,Legido-Quigley Cristina,Kings College London,https://www.biorxiv.org/content/10.1101/220699v4?versioned=TRUE,https://www.biorxiv.org/content/10.1101/220699v4.full.pdf,cc_no,NA,
20,27593,"Characterizing the effects of sex, APOE <U+025B>4, and literacy on mid-life cognitive trajectories: Application of Information-Theoretic model-averaging and multi-model inference techniques to the Wisconsin Registry for Alzheimer’s Prevention Study","In this paper we apply Information-Theoretic (IT) model averaging to characterize a set of complex interactions in a longitudinal study on cognitive decline. Prior research has identified numerous genetic (including sex), education, health and lifestyle factors that predict abnormal cognitive decline.Traditional model selection approaches (e.g., backward or stepwise selection), attempt to find models that best fit the observed data; these techniques risk interpretations that only the selected predictors are important. In reality, several models may fit similarly well but result in different conclusions (e.g., about size and significance of parameter estimates), and inference from a single model chosen after a selection procedure can lead to overly simplistic conclusions. Here we utilize longitudinal cognitive data from the Wisconsin Registry for Alzheimers Prevention to examine the effects of sex and the Apolipoprotein E (APOE) 4 allele (non-modifiable factors), and reading literacy achievement (modifiable) on cognitive decline. For each outcome, we applied IT model averaging to a model set with combinations of interactions among sex, APOE, literacy, and age. For a list-learning test, model-averaged results showed better performance for women vs men, with faster decline among men; increased literacy was associated with better performance, particularly among men. APOE had less effect in this age range (~40-70). These results illustrate the utility of the IT approach and point to verbal ability as a potential modifier of decline. Whether the protective effect of literacy is due to educational attainment or intrinsic verbal intellectual ability is the topic of ongoing work.","Koscik, R. L.; Norton, D. L.; Allison, S. L.; Jonaitis, E. M.; Clark, L. R.; Mueller, K. D.; Hermann, B. P.; Engelman, C. D.; Gleason, C. E.; Sager, M. A.; Chappell, R. J.; Johnson, S. C.",23/01/2018,Neuroscience,10.1101/229237,2,Sterling C. Johnson,University of Wisconsin-Madison,https://www.biorxiv.org/content/10.1101/229237v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/229237v2.full.pdf,cc_by_nc_nd,10.1017/S1355617718000954,
21,27841,"Is there association between APOE e4 genotype and structural brain ageing phenotypes, and does that association increase in older age in UK Biobank? (N = 8,395)","Apolipoprotein (APOE) e4 genotype is a purported risk factor for accelerated cognitive ageing and dementia, though its neurostructural substrates are unclear. The deleterious effects of this genotype on brain structure may increase in magnitude into older age. This study aimed to investigate in UK Biobank the association between APOE e4 allele presence vs. absence and brain imaging variables that have been associated with worse cognitive abilities; and whether this association varies by cross-sectional age. We used brain magnetic resonance imaging (MRI) and genetic data from a general-population cohort: the UK Biobank (N=8,395). We adjusted for the covariates of age in years, sex, Townsend social deprivation scores, smoking history and cardiometabolic diseases. There was a statistically significant association between APOE e4 genotype and increased (i.e. worse) white matter (WM) hyperintensity volumes (standardised beta = 0.088, 95 confidence intervals = 0.036 to 0.139, P = 0.001), a marker of poorer cerebrovascular health. There were no associations with left or right hippocampal, total grey matter (GM) or WM volumes, or WM tract integrity indexed by fractional anisotropy (FA) and mean diffusivity (MD). There were no statistically significant interactions with age. Future research in UK Biobank utilising intermediate phenotypes and longitudinal imaging hold significant promise for this area, particularly pertaining to APOE e4s potential link with cerebrovascular contributions to cognitive ageing.","Lyall, D. M.; Cox, S. R.; Lyall, L. M.; Celis-Morales, C.; Cullen, B.; Mackay, D. F.; Ward, J.; Strawbridge, R. J.; Mcintosh, A. M.; Sattar, N.; Smith, D. J.; Cavanagh, J.; Deary, I. J.; Pell, J. P.",08/12/2017,Genetics,10.1101/230524,1,Donald M. Lyall,University of Glasgow,https://www.biorxiv.org/content/10.1101/230524v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/230524v1.full.pdf,cc_by_nc_nd,NA,
22,28090,Similar clinical improvement and maintenance after rTMS at 5 Hz using a simple vs. complex protocol in Alzheimer’s disease,"BrackgroundCurrent treatments for Alzheimers disease (AD) have a limited clinical response and methods, such as repetitive transcranial magnetic stimulation (rTMS), are being studied as possible treatments for the clinical symptoms with positive results. However, there is still seldom information on the type of rTMS protocols that deliver the best clinical improvement in AD.\n\nObjetiveTo compare the clinical response between a simple stimulation protocol on the left dorsolateral prefrontal cortex (lDLPFC) against a complex protocol using six regions of interest.\n\nMethods19 participants were randomized to receive any of the protocols. The analysis of repeated measures evaluated the change.\n\nResultsBoth protocols were equally proficient at improving cognitive function, behavior and functionality after 3 weeks of treatment, and the effects were maintained for 4 weeks more without treatment.\n\nConclusionWe suggest rTMS on the lDLPFC could be enough to provide a clinical response, and the underlying mechanisms should be studied.","Alcala, R.; Morelos-Santana, E. D.; Cortes-Sotres, J. F.; Garza-Villarreal, E. A.; Sosa, A. L.; Gonzalez-Olvera, J. J.",13/12/2017,Clinical Trials,10.1101/232546,1,Ruth Alcala,Instituto Nacional de Psiquiatria Ramon de la Fuente Muniz,https://www.biorxiv.org/content/10.1101/232546v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/232546v1.full.pdf,cc_by_nd,10.1016/j.brs.2017.12.011,
